bidder_id,prediction
49bb5a3c944b8fc337981cc7a9ccae41u31d7,0.0704325009137392
a921612b85a1494456e74c09393ccb65ylp4y,0.06528108939528465
6b601e72a4d264dab9ace9d7b229b47479v6i,0.37294506281614304
eaf0ed0afc9689779417274b4791726cn5udi,0.18356002867221832
cdecd8d02ed8c6037e38042c7745f688mx5sf,0.22314011305570602
d4aed439bdc854a56fc6cc3bdb986775w7hxw,0.5065842047333717
ed591299b162a19ff77f0479495831b31hl1q,0.1247889855876565
eebdee08b0f67283126ef60307f49680sb9va,0.4009179547429085
6887f0abc4eb4c79eb0e23c48ceea186vjfih,0.26646058075129986
37eb6e2979e66d4ce29a74ac1c8bc6a5lqs6t,0.2230585552752018
3bdce1c10890630c287cc3f758ae0dc3ddpu8,0.6799473240971565
78fdbeba625c6ee7a1bce379b4263773auglk,0.21001571044325829
65d451d17c6c3cc8bcfad0f4253f307arko5e,0.3137671910226345
5ad0cf9fa41c6ee677e708cd704ba9609qjod,0.19428709149360657
b017a5693a93f7e5fcab8e4be495951f5hlp3,0.34573861211538315
29606fe1516646d7058c2830d03643705t8hg,0.08308103866875172
1c93e9b89cbb10abc6180e3a0e5061fcwugql,0.05252201948314905
de24bbcb87c906b5e385ec715df727dcgj8gs,0.41544290632009506
7f6d1b6369786181188848e7903ba72ckc0xv,0.4658265933394432
2fdc5ca6fd51089afe756ee00e4f7e23le4gq,0.21859566867351532
3cda68167e63c7edcb7a618e466f5e82iv4xq,0.14159500412642956
40848d51755dda8e1aa23ba52bfb1ab5ewrso,0.2370258178561926
3e322551a9657e97b345bb965bbab4d8eawre,0.0588773766066879
1a1d4e9eba20c58b73fd68c5ab9907081xw9l,0.5415743738412857
5759ce7d1b3dbe6ddf4a1d128e767085yu5iv,0.31703629717230797
a32715dae5fe9d7f9e29c70e6171a513nal30,0.15783026069402695
2fd12c6c9a8c86edf1dc5d3bb6bd11dd9skfc,0.44223321974277496
6c13e796dc0cb45b234234a7117d6fe9ta8qr,0.4997295215725899
9f1e93f86a9d053856f754386fbeacf7bbn0h,0.20017527788877487
a597c466ab9757c8b6b3f1da537303ccizhqj,0.08047247119247913
8f903e6e380c42b5ad29d74dfbde74709ptfy,0.12854621931910515
8ec77c402265170cdff483194d26a711b2jw9,0.24258601292967796
154871353955cfe996aa3b15a99722e8z2dmo,0.4504445567727089
5bdefc49dcf5eed981cb850c8e0808eaxzh4k,0.2161680981516838
2e5316fad2ea56fc3196aaebd9b97faa59jdj,0.1080277618020773
9edeb9dda13700f99a1a4c20ca580b74h769x,0.08173727709800005
5e9fae8fb44a50c285436949f7f00460wjvsb,0.5903253257274628
573cdcab827fca60cb3f93c134dee9c9pui8t,0.07763143721967936
05357eefa29d2c28f59f9e346ec64cebylh3z,0.20683660544455051
a9d1978a3989dd6947ed87c636c1ad65f9rwg,0.41677529364824295
797fec2fdeea8bc90a1ef96768ef0f9962xhq,0.11324438359588385
3240517cc1d3c5b8c25b9b25836f0b02ggjn0,0.41977230086922646
11dde523eac413d1f8e7fabaa0801fb631rn4,0.14055702462792397
554466d4e50644d899e4f8f3ccd64b87ayokk,0.05684047797694802
8717fca1a2148057ebc97c3353b1f42319uek,0.5793129950761795
fb1fab8fac01092deb15148b30e43b0d5u5l8,0.29853323474526405
9c576162104947124e4eaad02b76cf724d1px,0.46997688710689545
34b4cfde3929bc39e39d48a569195c40o2nze,0.09885543398559093
4c669ef93cde71e8ac3b65d1625ffcccehk7v,0.4070146903395653
735b166c3f06ad08bc7c6d4801b7ded71vr78,0.1696823537349701
53c04a831c962b838c88a79a6a7d9f689bz15,0.21286286041140556
769a58c4d5c9fc32f907ad6606a5297fsxo5m,0.18744705617427826
e8884216c21966964f31756adf243500y3rw4,0.14760849066078663
42f51eb034757f181a3da2a2524e6e5fzmdon,0.22498073428869247
eb68e50dc11e2d00568b0f25cd5ab14bbbkmu,0.18058310449123383
b6398eb969085ae2082b6728d204f431jl75l,0.14990554004907608
15c822736005923603536c3ca3761f6a9akrn,0.42127178609371185
d47110cdd3eeb1ec25659f4285730e0a28ofd,0.536416195333004
e57bc20c71927c409393e2e4028ba8a7ardwn,0.058450532145798206
7c77cc3870ff3d40878b4baa37d55a54onjlu,0.21567582711577415
383db27c9ec52b2749d30acadce06d4apzz8h,0.4844146892428398
222a84e78164c6fbe3cc7e7fc25c16b2jqncf,0.24243290908634663
25c6e2e49c4e933166937573040754e1r770w,0.5398044064640999
de9ccd9264042c8ec60bacf59114e0a72qhh8,0.2551853843033314
92f2c8d4d96d95a60a0e7cc67f9e815bhqjpn,0.17015420086681843
aed469b093bcecae707a31186a21a465hnxo6,0.11752761527895927
a58bc6ccb606e883dbe4156ad3510deddcq52,0.2895730175077915
950caf6bff7f16426cce6d7f0cd47b44pkivn,0.5599517151713371
8063666ac987582535ef514ea67e34a29wllm,0.24076493084430695
9f74a90abf83325f092c75fe10744b0ak5hsc,0.0871005030348897
cd874b59ed4cfd1d284333524e9aaafch3n3x,0.34796248376369476
9e375f06c8b726dc79694d1d466d74b9a36tv,0.4516794681549072
6df6ba59d12b939569dda48913fb574dn56qs,0.5386821404099464
f670fe91b3016f6ec866de0ce42cf7e7cuan6,0.5752404034137726
cc0f3101778d9cb0b776b504e153b03cgh97q,0.21845795959234238
ae96be6b28d9cf2fe960d8e14a8ca73fjilb0,0.1591936033219099
6d07f429389ddbaa71337705be893ca0zskdy,0.10510576330125332
458172a6455a457b1784eebfc663241a25lwy,0.27332041412591934
8ebe360d60cc0f38739178c166dae4c3ednji,0.2450127061456442
e388a8cb5fed756640c4950e6bb295668t5p6,0.06031696032732725
ed3a12d76a8cf5cbe51a51b04181f95f62hh7,0.4109653979539871
8588c9d49ece3e39ad382ccb5226196dg16gy,0.2756207697093487
1919932e0d49e693beacb6b55e9089cexudz0,0.4633970782160759
a95941e85700fd55c80b2b91ff12dcccqqkh3,0.24931004457175732
85eb16237f5467664d004d42c32576f25s1am,0.21281150542199612
a02cbd8a459207156ac4d9d2f2bc7a1dutdpl,0.5053530633449554
e523738a747879b8353e6ad674aa18eb3b8la,0.20383280143141747
ca07173d25be8c16c2820edff373302fnra4z,0.4607522711157799
2e8abd963c261ab7dcafa63a8eadffbedpaz5,0.5642175823450089
181e2ea98b4803193b8efb2922c95d0bp547k,0.1982987243682146
81f09434ecc54f09ec8399678a5b3c3a67o1e,0.21160024404525757
cd5ece1f0d810b782709e80d2c58c82c54jl8,0.3214363344013691
fcb4950cdfed13bd9a62e618880ee0a2tlw1z,0.08339096140116453
0c47587c4459baed81d0b707eff6b4bff5tmx,0.2883705459535122
9554bc1767c10733a48c1bbc8f6ebb078xher,0.05687112454324961
293e3f0047089b544fae06a4cc916ee0r29g2,0.07838710118085146
b24e3af20453813e821f5a22ff55e072tgton,0.005268303080811165
05de85f05fbb6a6bf86ff6b33be7678ek3flf,0.1799373496323824
390e00d5c1de96548012b68c472b7fac56obc,0.5476047396659851
386a97775697f6e6029d90552c2cb920kgfs9,0.06943738460540771
613ec50609f1f9a17ad19396ddaca0fdq4t4i,0.2511043753474951
c9b5fe5dd042886bddc3835c8a2ef5e5n4vrn,0.09406274277716875
a5c6549753f79e71e1a2380e60320562jn50h,0.3070150390267372
